# Ground Truth Dataset for Entity Extraction Evaluation
# Generated from Medicine_Names_Packges.csv
# Instructions: This is auto-generated ground truth for evaluation
# Columns: audio_file, order_index, medicine_name, quantity, dosage, form, manufacturer
audio_file,order_index,medicine_name,quantity,dosage,form,manufacturer
R_016.m4a,636,METAPRO-25MG,10 vials,25mg,tablet,Micro Labs Limited
R_017.m4a,637,METAPRO-3D-25,20 vials,-,tablet,Micro Labs Limited
R_018.m4a,638,METAPRO-3D-50,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,639,METAPRO-50MG,10 bottles,50mg,tablet,Micro Labs Limited
R_020.m4a,640,METAPRO-CL-50,5 bottles,-,tablet,Micro Labs Limited
R_001.m4a,641,METAPRO-XL-25,5 boxes,-,tablet,Micro Labs Limited
R_002.m4a,642,METAPRO-XL-50,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,643,MICRDOX-AX,20 packs,-,tablet,Micro Labs Limited
R_004.m4a,644,MICROBACT-250MG,100 strips,250mg,tablet,Micro Labs Limited
R_005.m4a,645,MICROBACT-500MG,10 strips,500mg,tablet,Micro Labs Limited
R_006.m4a,646,MICROBACT-XL-100MG SYP,10 bottles,100mg,tablet,Micro Labs Limited
R_007.m4a,647,MICROBACT-XL-200MG SYP,10 boxes,200mg,syrup,Micro Labs Limited
R_008.m4a,648,MICROBION CAP,5 boxes,-,tablet,Micro Labs Limited
R_009.m4a,649,MICROCAL-500MG,10 bottles,500mg,tablet,Micro Labs Limited
R_010.m4a,650,MICROCAL-M,10 vials,-,tablet,Micro Labs Limited
R_011.m4a,651,MICROCEF-100 SYP,5 bottles,-,syrup,Micro Labs Limited
R_012.m4a,652,MICROCEF-50 SYP,10 strips,-,syrup,Micro Labs Limited
R_013.m4a,653,MICROCEF-50DT,10 packs,-,tablet,Micro Labs Limited
R_014.m4a,654,MICROCEF-CV DRY SYP,20 strips,-,tablet,Micro Labs Limited
R_015.m4a,655,MICROCEF-CV-100MG,10 bottles,100mg,tablet,Micro Labs Limited
R_016.m4a,656,MICROCEF-CV-200MG,50 strips,200mg,tablet,Micro Labs Limited
R_017.m4a,657,MICROCEFF-100MG,20 strips,100mg,tablet,Micro Labs Limited
R_018.m4a,658,MICROCEFF-200MG,5 bottles,200mg,tablet,Micro Labs Limited
R_019.m4a,659,MICROCEF-O,50 strips,-,tablet,Micro Labs Limited
R_020.m4a,660,MICROCID CAP,5 boxes,-,tablet,Micro Labs Limited
R_001.m4a,661,MICROCID-SR,20 strips,-,tablet,Micro Labs Limited
R_002.m4a,662,MICROCORT-24,5 boxes,-,tablet,Micro Labs Limited
R_003.m4a,663,MICROCORT-30MG,5 boxes,30mg,tablet,Micro Labs Limited
R_004.m4a,664,MICROCORT-6,5 bottles,-,tablet,Micro Labs Limited
R_005.m4a,665,MICRO-D3 DROPS,5 bottles,-,syrup,Micro Labs Limited
R_006.m4a,666,MICRO-D3 TAB,20 bottles,-,tablet,Micro Labs Limited
R_007.m4a,667,MICRODERM,100 strips,-,tablet,Micro Labs Limited
R_008.m4a,668,MICRODOL FORTE,10 bottles,-,tablet,Micro Labs Limited
R_009.m4a,669,MICRODOX,50 packs,-,tablet,Micro Labs Limited
R_010.m4a,670,MICRODOX-AX,100 strips,-,tablet,Micro Labs Limited
R_011.m4a,671,MICRODOX-DR,5 bottles,-,tablet,Micro Labs Limited
R_012.m4a,672,MICRODOX-DT,50 strips,-,tablet,Micro Labs Limited
R_013.m4a,673,MICRODOX-LBX,10 boxes,-,tablet,Micro Labs Limited
R_014.m4a,674,MICROFER,5 bottles,-,tablet,Micro Labs Limited
R_015.m4a,675,MICROFER INJ,20 bottles,-,injection,Micro Labs Limited
R_016.m4a,676,MICROFLOX E/DROPS,5 boxes,-,syrup,Micro Labs Limited
R_017.m4a,677,MICROFLOX-250,5 bottles,-,tablet,Micro Labs Limited
R_018.m4a,678,MICROFLOX-500,5 boxes,-,tablet,Micro Labs Limited
R_019.m4a,679,MICROFLOX-CT,20 packs,-,tablet,Micro Labs Limited
R_020.m4a,680,MICROFLOX-DX SOL E/D,5 boxes,-,syrup,Micro Labs Limited
R_001.m4a,681,MICROGAT E/DROPS,50 strips,-,syrup,Micro Labs Limited
R_002.m4a,682,MICROGAT OINT,5 bottles,-,tablet,Micro Labs Limited
R_003.m4a,683,MICROGAT-400MG,20 strips,400mg,tablet,Micro Labs Limited
R_004.m4a,684,MICROGAT-DX,10 bottles,-,syrup,Micro Labs Limited
R_005.m4a,685,MICROJET-1GM,20 vials,1gm,injection,Micro Labs Limited
R_006.m4a,686,MICROLIV,50 strips,-,tablet,Micro Labs Limited
R_007.m4a,687,MICROLIV FORTE,20 strips,-,tablet,Micro Labs Limited
R_008.m4a,688,MICROMAX INJ,100 strips,-,injection,Micro Labs Limited
R_009.m4a,689,MICROMOM CHOCKLET POWDER,100 strips,-,tablet,Micro Labs Limited
R_010.m4a,690,MICROMOM VANILA POWDER,100 strips,-,tablet,Micro Labs Limited
R_011.m4a,691,MICRONAC,10 packs,-,tablet,Micro Labs Limited
R_012.m4a,692,MICRONAC E/DROPS,5 bottles,-,syrup,Micro Labs Limited
R_013.m4a,693,MICRONAC-MR,20 vials,-,tablet,Micro Labs Limited
R_014.m4a,694,MICRONAC-PF E/DROPS,50 strips,-,syrup,Micro Labs Limited
R_015.m4a,695,MICRONAC-PLUS,20 strips,-,tablet,Micro Labs Limited
R_016.m4a,696,MICRONAC-SR,5 bottles,-,tablet,Micro Labs Limited
R_017.m4a,697,MICRONAC-TC-4MG,10 strips,4mg,tablet,Micro Labs Limited
R_018.m4a,698,MICRONAC-TC-8MG,10 strips,8mg,tablet,Micro Labs Limited
R_019.m4a,699,MICROPANAM 1GM INJ,20 strips,1gm,tablet,Micro Labs Limited
R_020.m4a,700,MICROPENAM-1GM,20 bottles,1gm,tablet,Micro Labs Limited
R_001.m4a,701,MICROPHYLLINE TAB,10 packs,-,tablet,Micro Labs Limited
R_002.m4a,702,MICROPIME-1GM,50 strips,1gm,tablet,Micro Labs Limited
R_003.m4a,703,MICROPIME-250MG,20 bottles,250mg,tablet,Micro Labs Limited
R_004.m4a,704,MICROPIME-500MG,50 strips,500mg,injection,Micro Labs Limited
R_005.m4a,705,MICROPIME-T INJ,10 packs,-,injection,Micro Labs Limited
R_006.m4a,706,MICROPRIDE-25MG,20 bottles,25mg,tablet,Micro Labs Limited
R_007.m4a,707,MICROSOL E/DROP,10 packs,-,syrup,Micro Labs Limited
R_008.m4a,708,MICROTAZ 2.25 INJ,20 vials,-,tablet,Micro Labs Limited
R_009.m4a,709,MICROTAZ 4.5G INJ,10 boxes,-,injection,Micro Labs Limited
R_010.m4a,710,MICROTOL INJ,20 strips,-,syrup,Micro Labs Limited
R_011.m4a,711,MICROVIR-250MG,10 bottles,250mg,tablet,Micro Labs Limited
R_012.m4a,712,MICROVIR-500MG,10 bottles,500mg,tablet,Micro Labs Limited
R_013.m4a,713,MICRTAZ INJ 2.25GM,20 vials,25gm,injection,Micro Labs Limited
R_014.m4a,714,MINIMET-1000SR,100 strips,-,tablet,Micro Labs Limited
R_015.m4a,715,MINIMET-500,10 bottles,-,tablet,Micro Labs Limited
R_016.m4a,716,MINIMET-500 SR,50 packs,-,tablet,Micro Labs Limited
R_017.m4a,717,MINOLOX-100MG,20 bottles,100mg,tablet,Micro Labs Limited
R_018.m4a,718,MINOLOX-50MG,10 bottles,50mg,tablet,Micro Labs Limited
R_019.m4a,719,MIRAZEP-15MG,10 vials,15mg,tablet,Micro Labs Limited
R_020.m4a,720,MIRAZEP-30,5 bottles,-,tablet,Micro Labs Limited
R_001.m4a,721,MISALIC,20 strips,-,tablet,Micro Labs Limited
R_002.m4a,722,MISOPT E/DROP,20 bottles,-,syrup,Micro Labs Limited
R_003.m4a,723,MOISTANE EYE DROPS,10 packs,-,syrup,Micro Labs Limited
R_004.m4a,724,MONOGUARD CREAM 10GM,20 bottles,10gm,tablet,Micro Labs Limited
R_005.m4a,725,MONOGUARD CREAM 30GM,20 packs,30gm,tablet,Micro Labs Limited
R_006.m4a,726,MONOGUARD SHAMPOO,10 vials,-,syrup,Micro Labs Limited
R_007.m4a,727,MONOSOPT E/DROPS,5 bottles,-,syrup,Micro Labs Limited
R_008.m4a,728,MONTEEZ-10,50 strips,-,tablet,Micro Labs Limited
R_009.m4a,729,MONTRAL KID,20 vials,-,tablet,Micro Labs Limited
R_010.m4a,730,MONTRAL SYP,10 boxes,-,syrup,Micro Labs Limited
R_011.m4a,731,MONTRAL TAB,10 vials,-,tablet,Micro Labs Limited
R_012.m4a,732,MONTRAL-AB,20 packs,-,tablet,Micro Labs Limited
R_013.m4a,733,MOXIGRAM E/DROPS,50 strips,-,syrup,Micro Labs Limited
R_014.m4a,734,MOXIGRAM E/OINT,5 bottles,-,tablet,Micro Labs Limited
R_015.m4a,735,MOXIGRAM TAB,100 strips,-,tablet,Micro Labs Limited
R_016.m4a,736,MOXIGRAM-D E/DROPS,50 packs,-,syrup,Micro Labs Limited
R_017.m4a,737,MOXIGRAM-DM EYE DROPS,20 strips,-,syrup,Micro Labs Limited
R_018.m4a,738,MOXIGRAM-I.V,100 strips,-,tablet,Micro Labs Limited
R_019.m4a,739,MOXIGRAM-KT,50 packs,-,syrup,Micro Labs Limited
R_020.m4a,740,MOXIGRAM-LX E/DROPS,5 boxes,-,tablet,Micro Labs Limited
R_001.m4a,741,MOXIGRAM-P,10 strips,-,syrup,Micro Labs Limited
R_002.m4a,742,MOXILONG-2,10 bottles,-,tablet,Micro Labs Limited
R_003.m4a,743,MOXILONG-3,50 packs,-,tablet,Micro Labs Limited
R_004.m4a,744,MUPIRAX CREAM,20 strips,-,tablet,Micro Labs Limited
R_005.m4a,745,MYCOPHEN-500MG,10 bottles,500mg,tablet,Micro Labs Limited
R_006.m4a,746,NABUFLAM,5 bottles,-,tablet,Micro Labs Limited
R_007.m4a,747,NEBILONG,50 strips,-,tablet,Micro Labs Limited
R_008.m4a,748,NEBILONG-2.5MG,10 boxes,5mg,tablet,Micro Labs Limited
R_009.m4a,749,NEBILONG-AM,5 boxes,-,tablet,Micro Labs Limited
R_010.m4a,750,NEBILONG-H,5 bottles,-,tablet,Micro Labs Limited
R_011.m4a,751,NEBILONG-TL TAB,20 bottles,-,tablet,Micro Labs Limited
R_012.m4a,752,NEURICA,20 strips,-,tablet,Micro Labs Limited
R_013.m4a,753,NEURICA-B TAB,10 strips,-,tablet,Micro Labs Limited
R_014.m4a,754,NEURICA-BT,20 vials,-,tablet,Micro Labs Limited
R_015.m4a,755,NEURICA-M 75,20 vials,-,tablet,Micro Labs Limited
R_016.m4a,756,NEURICA-M-150MG,10 strips,150mg,tablet,Micro Labs Limited
R_017.m4a,757,NEURICA-NT,5 boxes,-,tablet,Micro Labs Limited
R_018.m4a,758,NEUROCETAM CAP,10 strips,-,tablet,Micro Labs Limited
R_019.m4a,759,NEUROCETAM I.V.,50 packs,-,syrup,Micro Labs Limited
R_020.m4a,760,NEUROCETAM INJ,5 bottles,-,syrup,Micro Labs Limited
R_001.m4a,761,NEUROCETAM PLUS,50 packs,-,tablet,Micro Labs Limited
R_002.m4a,762,NEUROCETAM SYP,5 boxes,-,syrup,Micro Labs Limited
R_003.m4a,763,NEUROCETAM-1200,10 boxes,-,tablet,Micro Labs Limited
R_004.m4a,764,NEUROCETAM-400 MG,10 bottles,400mg,tablet,Micro Labs Limited
R_005.m4a,765,NEUROCETAM-800,50 packs,-,tablet,Micro Labs Limited
R_006.m4a,766,NEUROVIN,50 strips,-,tablet,Micro Labs Limited
R_007.m4a,767,NEUROVIN-10MG,10 strips,10mg,tablet,Micro Labs Limited
R_008.m4a,768,NEXTANE E/DROPS,20 vials,-,syrup,Micro Labs Limited
R_009.m4a,769,NICERBIUM,100 strips,-,tablet,Micro Labs Limited
R_010.m4a,770,NICOVAS TAB,20 strips,-,tablet,Micro Labs Limited
R_011.m4a,771,NICROTOL INJ,10 vials,-,syrup,Micro Labs Limited
R_012.m4a,772,NILAC GEL,20 strips,-,tablet,Micro Labs Limited
R_013.m4a,773,NILAC-A,50 strips,-,tablet,Micro Labs Limited
R_014.m4a,774,NIMOCER,100 strips,-,tablet,Micro Labs Limited
R_015.m4a,775,NITRA GEL 100GM,10 packs,100gm,tablet,Micro Labs Limited
R_016.m4a,776,NITRA GEL 50GM,50 strips,50gm,tablet,Micro Labs Limited
R_017.m4a,777,NITRA HEX,50 packs,-,syrup,Micro Labs Limited
R_018.m4a,778,NITRADENT 20GM,10 strips,20gm,tablet,Micro Labs Limited
R_019.m4a,779,NITRAMET-10GM OINT,5 bottles,10gm,tablet,Micro Labs Limited
R_020.m4a,780,NITRAMET-20GM OINT,10 bottles,20gm,tablet,Micro Labs Limited
R_001.m4a,781,NITRA-OR,10 vials,-,syrup,Micro Labs Limited
R_002.m4a,782,NITROFIX-10,10 packs,-,tablet,Micro Labs Limited
R_003.m4a,783,NITROFIX-20MG,20 vials,20mg,tablet,Micro Labs Limited
R_004.m4a,784,NITROFIX-30 SR,10 packs,-,tablet,Micro Labs Limited
R_005.m4a,785,NITROFIX-60 SR,10 bottles,-,tablet,Micro Labs Limited
R_006.m4a,786,NITROFIX-AS,5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,787,NORDYS,10 strips,-,tablet,Micro Labs Limited
R_008.m4a,788,NORDYS-200MG,10 boxes,200mg,tablet,Micro Labs Limited
R_009.m4a,789,NORDYS-400MG,20 bottles,400mg,tablet,Micro Labs Limited
R_010.m4a,790,NORDYS-550MG,20 strips,550mg,tablet,Micro Labs Limited
R_011.m4a,791,NORGEST,100 strips,-,tablet,Micro Labs Limited
R_012.m4a,792,NOSTIPAN SYP,50 packs,-,syrup,Micro Labs Limited
R_013.m4a,793,NOVALID,50 packs,-,tablet,Micro Labs Limited
R_014.m4a,794,NOVOLID,100 strips,-,tablet,Micro Labs Limited
R_015.m4a,795,NOVOLID PLUS,10 packs,-,tablet,Micro Labs Limited
R_016.m4a,796,NOVOLID-MR,10 strips,-,tablet,Micro Labs Limited
R_017.m4a,797,NOVOLID-S TAB,10 packs,-,tablet,Micro Labs Limited
R_018.m4a,798,NOZOA,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,799,NUGREL,20 strips,-,tablet,Micro Labs Limited
R_020.m4a,800,NUGREL PLUS,20 packs,-,tablet,Micro Labs Limited
R_001.m4a,801,NULONG-10MG,20 vials,10mg,tablet,Micro Labs Limited
R_002.m4a,802,NULONG-20MG,5 bottles,20mg,tablet,Micro Labs Limited
R_003.m4a,803,NULONG-5 MG,20 packs,5mg,tablet,Micro Labs Limited
R_004.m4a,804,NULONG-MT-25MG,5 boxes,25mg,tablet,Micro Labs Limited
R_005.m4a,805,NULONG-MT-50MG,10 packs,50mg,tablet,Micro Labs Limited
R_006.m4a,806,NULONG-OL-20MG,20 packs,20mg,tablet,Micro Labs Limited
R_007.m4a,807,NULONG-OL-40MG,50 strips,40mg,tablet,Micro Labs Limited
R_008.m4a,808,NULONG-T TAB,5 boxes,-,tablet,Micro Labs Limited
R_009.m4a,809,NULONG-TRIO,20 strips,-,tablet,Micro Labs Limited
R_010.m4a,810,NULONG-TRIO-40MG,20 vials,40mg,tablet,Micro Labs Limited
R_011.m4a,811,NUPROST,20 strips,-,syrup,Micro Labs Limited
R_012.m4a,812,NURATOR,10 boxes,-,tablet,Micro Labs Limited
R_013.m4a,813,NURATOR TAB,20 bottles,-,tablet,Micro Labs Limited
R_014.m4a,814,NUROCOL TAB,10 packs,-,tablet,Micro Labs Limited
R_015.m4a,815,NUROCOL-2ML INJ,5 boxes,2ml,syrup,Micro Labs Limited
R_016.m4a,816,NUROCOL-4ML INJ,20 vials,4ml,injection,Micro Labs Limited
R_017.m4a,817,NUROHIST-16MG,50 strips,16mg,tablet,Micro Labs Limited
R_018.m4a,818,NUROHIST-8MG,20 packs,8mg,tablet,Micro Labs Limited
R_019.m4a,819,NUSOFT SOAP,100 strips,-,tablet,Micro Labs Limited
R_020.m4a,820,NUTRI CHAMP,20 vials,-,tablet,Micro Labs Limited
R_001.m4a,821,NUTRICAP-H,10 vials,-,tablet,Micro Labs Limited
R_002.m4a,822,NUTRICAP-S,10 strips,-,tablet,Micro Labs Limited
R_003.m4a,823,OBIRAX-10,10 boxes,-,tablet,Micro Labs Limited
R_004.m4a,824,OBIRAX-15,20 packs,-,tablet,Micro Labs Limited
R_005.m4a,825,OBITROL-120MG,5 boxes,120mg,tablet,Micro Labs Limited
R_006.m4a,826,OBITROL-60MG,50 packs,60mg,tablet,Micro Labs Limited
R_007.m4a,827,OFLACIN E/DROPS,20 packs,-,syrup,Micro Labs Limited
R_008.m4a,828,OFLACIN TAB,5 bottles,-,tablet,Micro Labs Limited
R_009.m4a,829,OFLACIN-400MG,5 bottles,400mg,tablet,Micro Labs Limited
R_010.m4a,830,OFLACIN-DX E/DROPS,10 bottles,-,syrup,Micro Labs Limited
R_011.m4a,831,OFLACIN-P E/DROPS,10 packs,-,syrup,Micro Labs Limited
R_012.m4a,832,OKT - 5ML E/DROPS,20 strips,5ml,syrup,Micro Labs Limited
R_013.m4a,833,OLAMIN CREAM,100 strips,-,tablet,Micro Labs Limited
R_014.m4a,834,OLAMIN SCALP LOTION,5 bottles,-,syrup,Micro Labs Limited
R_015.m4a,835,OLAMIN-F,5 boxes,-,tablet,Micro Labs Limited
R_016.m4a,836,OLAN-10 MG,20 strips,10mg,tablet,Micro Labs Limited
R_017.m4a,837,OLAN-2.5,10 boxes,-,tablet,Micro Labs Limited
R_018.m4a,838,OLAN-5 MG,10 bottles,5mg,tablet,Micro Labs Limited
R_019.m4a,839,OLMAT TRIO,10 bottles,-,tablet,Micro Labs Limited
R_020.m4a,840,OLMAT-20 AM,50 strips,-,tablet,Micro Labs Limited
R_001.m4a,841,OLMAT-20 AMH,10 vials,-,tablet,Micro Labs Limited
R_002.m4a,842,OLMAT-20-CT,10 bottles,-,tablet,Micro Labs Limited
R_003.m4a,843,OLMAT-20MG,100 strips,20mg,tablet,Micro Labs Limited
R_004.m4a,844,OLMAT-40,5 bottles,-,tablet,Micro Labs Limited
R_005.m4a,845,OLMAT-40 AMH,50 packs,-,tablet,Micro Labs Limited
R_006.m4a,846,OLMAT-40-AM,10 strips,-,tablet,Micro Labs Limited
R_007.m4a,847,OLMAT-40-CT,10 boxes,-,tablet,Micro Labs Limited
R_008.m4a,848,OLMAT-40-H,100 strips,-,tablet,Micro Labs Limited
R_009.m4a,849,OLMAT-AM,20 strips,-,tablet,Micro Labs Limited
R_010.m4a,850,OLMAT-AMH,5 bottles,-,tablet,Micro Labs Limited
R_011.m4a,851,OLMAT-H,20 vials,-,tablet,Micro Labs Limited
R_012.m4a,852,OLMAT-MT-25,100 strips,-,tablet,Micro Labs Limited
R_013.m4a,853,OLMAT-MT-50,20 strips,-,tablet,Micro Labs Limited
R_014.m4a,854,OMICAP,100 strips,-,tablet,Micro Labs Limited
R_015.m4a,855,OMIFLUX,10 boxes,-,tablet,Micro Labs Limited
R_016.m4a,856,ONETONE PLUS,20 strips,-,tablet,Micro Labs Limited
R_017.m4a,857,ONETONE-0.3% CREAM,10 strips,-,tablet,Micro Labs Limited
R_018.m4a,858,OPTIMIDE PLUS E/DROP,10 packs,-,syrup,Micro Labs Limited
R_019.m4a,859,OPTOCIN E/DROPS,20 packs,-,syrup,Micro Labs Limited
R_020.m4a,860,ORNILOX,10 boxes,-,tablet,Micro Labs Limited
R_001.m4a,861,OSMITOL,20 packs,-,tablet,Micro Labs Limited
R_002.m4a,862,OSMITOL FIBER BOTTLE,100 strips,-,tablet,Micro Labs Limited
R_003.m4a,863,OSMITOL FIBER POUCH,20 vials,-,tablet,Micro Labs Limited
R_004.m4a,864,OSMOGEL E/DROPS,100 strips,-,syrup,Micro Labs Limited
R_005.m4a,865,OSMOGEL OINT,10 strips,-,tablet,Micro Labs Limited
R_006.m4a,866,OSTOBON TAB,20 bottles,-,tablet,Micro Labs Limited
R_007.m4a,867,OSTOGARD-50MG,50 strips,50mg,tablet,Micro Labs Limited
R_008.m4a,868,OSTOGARD-GM TAB,100 strips,-,tablet,Micro Labs Limited
R_009.m4a,869,OSTONEX,5 boxes,-,tablet,Micro Labs Limited
R_010.m4a,870,OSTONEX-D3,10 vials,-,tablet,Micro Labs Limited
R_011.m4a,871,OXIDON CAP,20 bottles,-,tablet,Micro Labs Limited
R_012.m4a,872,OXIDON PLUS CAP,5 boxes,-,tablet,Micro Labs Limited
R_013.m4a,873,OXPRIN-40MG,20 packs,40mg,tablet,Micro Labs Limited
R_014.m4a,874,OXPRIN-60MG,10 strips,60mg,tablet,Micro Labs Limited
R_015.m4a,875,PANEX,5 boxes,-,tablet,Micro Labs Limited
R_016.m4a,876,PANEX-10MG,5 bottles,10mg,tablet,Micro Labs Limited
R_017.m4a,877,PANEX-CR-12.5,20 strips,-,tablet,Micro Labs Limited
R_018.m4a,878,PANEX-CR-25,5 bottles,-,tablet,Micro Labs Limited
R_019.m4a,879,PANTOCAR INJ,20 bottles,-,injection,Micro Labs Limited
R_020.m4a,880,PANTOCAR-40MG,100 strips,40mg,tablet,Micro Labs Limited
R_001.m4a,881,PANTOCAR-D,100 strips,-,tablet,Micro Labs Limited
R_002.m4a,882,PANTOCAR-L,5 boxes,-,tablet,Micro Labs Limited
R_003.m4a,883,PANTOCAR-L TAB,20 strips,-,tablet,Micro Labs Limited
R_004.m4a,884,PANTOFLUX CAP,20 bottles,-,tablet,Micro Labs Limited
R_005.m4a,885,PANTOFLUX-SR,100 strips,-,tablet,Micro Labs Limited
R_006.m4a,886,PANTOTAB,10 packs,-,tablet,Micro Labs Limited
R_007.m4a,887,PANTOTAB-40 INJ,5 bottles,-,tablet,Micro Labs Limited
R_008.m4a,888,PANTOTAB-DSR,10 strips,-,tablet,Micro Labs Limited
R_009.m4a,889,PANTOTAB-L CAP,10 bottles,-,tablet,Micro Labs Limited
R_010.m4a,890,PARANIM TAB,10 bottles,-,tablet,Micro Labs Limited
R_011.m4a,891,PARKIN,100 strips,-,tablet,Micro Labs Limited
R_012.m4a,892,PARKIN FORTE,10 bottles,-,tablet,Micro Labs Limited
R_013.m4a,893,PARKIN PLUS,20 vials,-,tablet,Micro Labs Limited
R_014.m4a,894,PENFLUX-SR,20 vials,-,tablet,Micro Labs Limited
R_015.m4a,895,PERMARID 1% LOTION,10 vials,-,tablet,Micro Labs Limited
R_016.m4a,896,PERMARID 5% CREAM,5 bottles,-,tablet,Micro Labs Limited
R_017.m4a,897,PETRIL BETA-10MG,10 strips,10mg,tablet,Micro Labs Limited
R_018.m4a,898,PETRIL BETA-20MG,10 strips,20mg,tablet,Micro Labs Limited
R_019.m4a,899,PETRIL MD-0.25,5 boxes,-,tablet,Micro Labs Limited
R_020.m4a,900,PETRIL MD-0.5,10 strips,-,tablet,Micro Labs Limited
R_001.m4a,901,PETRIL PLUS,10 vials,-,tablet,Micro Labs Limited
R_002.m4a,902,PETRIL PLUS-LS TAB,10 bottles,-,tablet,Micro Labs Limited
R_003.m4a,903,PETRIL.5MG,50 strips,5mg,tablet,Micro Labs Limited
R_004.m4a,904,PETRIL-1MG,10 boxes,1mg,tablet,Micro Labs Limited
R_005.m4a,905,PETRIL-2MG,20 bottles,2mg,tablet,Micro Labs Limited
R_006.m4a,906,PHOTABAN-50 AQUAGEL,100 strips,-,tablet,Micro Labs Limited
R_007.m4a,907,PHOTOBAN-15 LOTION,20 vials,-,syrup,Micro Labs Limited
R_008.m4a,908,PHOTOBAN-30,10 packs,-,syrup,Micro Labs Limited
R_009.m4a,909,PHOTOBAN-30 AQUAGEL,20 packs,-,tablet,Micro Labs Limited
R_010.m4a,910,PHOTOBAN-50 AQUAGEL,10 strips,-,tablet,Micro Labs Limited
R_011.m4a,911,PHYTORAL BAR (SOAP),50 strips,-,tablet,Micro Labs Limited
R_012.m4a,912,PHYTORAL LOTION,5 bottles,-,syrup,Micro Labs Limited
R_013.m4a,913,PHYTORAL OINT 15GM,20 packs,15gm,tablet,Micro Labs Limited
R_014.m4a,914,PHYTORAL OINT 30GM,10 vials,30gm,tablet,Micro Labs Limited
R_015.m4a,915,PHYTORAL POWDER,5 boxes,-,tablet,Micro Labs Limited
R_016.m4a,916,PHYTORAL TAB,50 strips,-,tablet,Micro Labs Limited
R_017.m4a,917,PHYTORAL-B CREAM 15GM,10 strips,15gm,tablet,Micro Labs Limited
R_018.m4a,918,PHYTORAL-SP,10 boxes,-,syrup,Micro Labs Limited
R_019.m4a,919,PIONORM-15MG,5 boxes,15mg,tablet,Micro Labs Limited
R_020.m4a,920,PIONORM-30 TAB,10 bottles,-,tablet,Micro Labs Limited
R_001.m4a,921,PIONORM-7.5 MG,20 vials,5mg,tablet,Micro Labs Limited
R_002.m4a,922,PIONORM-G,10 strips,-,tablet,Micro Labs Limited
R_003.m4a,923,PIONORM-GM-1,20 bottles,-,tablet,Micro Labs Limited
R_004.m4a,924,PIONORM-GM-2,10 boxes,-,tablet,Micro Labs Limited
R_005.m4a,925,PIONORM-M-15,10 strips,-,tablet,Micro Labs Limited
R_006.m4a,926,PIONORM-M-30,5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,927,PIONORM-M-7.5MG,10 vials,5mg,tablet,Micro Labs Limited
R_008.m4a,928,PLAGERINE,50 packs,-,tablet,Micro Labs Limited
R_009.m4a,929,PLAGERINE-A,20 vials,-,tablet,Micro Labs Limited
R_010.m4a,930,PLAGERINE-A 150,20 bottles,-,tablet,Micro Labs Limited
R_011.m4a,931,POSINORM-15MG,50 packs,15mg,tablet,Micro Labs Limited
R_012.m4a,932,POSINORM-30MG,10 bottles,30mg,tablet,Micro Labs Limited
R_013.m4a,933,POSINORM-7.5GM,5 bottles,5gm,tablet,Micro Labs Limited
R_014.m4a,934,POSINORM-M-1000,10 strips,-,tablet,Micro Labs Limited
R_015.m4a,935,POSINORM-M-500,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,936,PRASULET-10,10 vials,-,tablet,Micro Labs Limited
R_017.m4a,937,PRASULET-5,10 packs,-,tablet,Micro Labs Limited
R_018.m4a,938,PREDACE -4MG,10 vials,4mg,tablet,Micro Labs Limited
R_019.m4a,939,PREDACE E/DROP,5 boxes,-,syrup,Micro Labs Limited
R_020.m4a,940,PREDACE-16,10 packs,-,tablet,Micro Labs Limited
R_001.m4a,941,PREDACE-8MG,5 bottles,8mg,tablet,Micro Labs Limited
R_002.m4a,942,PREDACE-LD,100 strips,-,syrup,Micro Labs Limited
R_003.m4a,943,PREGATOR CAP,20 strips,-,tablet,Micro Labs Limited
R_004.m4a,944,PREGATOR-SR TAB,100 strips,-,tablet,Micro Labs Limited
R_005.m4a,945,PRIVENT E/DROPS,50 packs,-,syrup,Micro Labs Limited
R_006.m4a,946,PROGIT TAB,5 bottles,-,tablet,Micro Labs Limited
R_007.m4a,947,PRULIBACT TAB,5 bottles,-,tablet,Micro Labs Limited
R_008.m4a,948,PULMOCEF INJ,10 strips,-,injection,Micro Labs Limited
R_009.m4a,949,PULMOCEF-1.5GM INJ,5 boxes,5gm,tablet,Micro Labs Limited
R_010.m4a,950,PULMOCEF-125,5 boxes,-,tablet,Micro Labs Limited
R_011.m4a,951,PULMOCEF-1500 INJ,10 vials,-,tablet,Micro Labs Limited
R_012.m4a,952,PULMOCEF-250,20 vials,-,tablet,Micro Labs Limited
R_013.m4a,953,PULMOCEF-250 INJ,20 strips,-,tablet,Micro Labs Limited
R_014.m4a,954,PULMOCEF-500,5 bottles,-,tablet,Micro Labs Limited
R_015.m4a,955,PULMOCEF-750MG INJ,20 bottles,750mg,injection,Micro Labs Limited
R_016.m4a,956,PULMOCEF-CV-250,20 strips,-,tablet,Micro Labs Limited
